Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Rick Majerus,Saint Louis,A-10,,23,13,0.639,,,,,2007-08,57,42,0.576,,,,,,479,189,0.717,12.0,4.0,1.0,
Ryan Marks,Texas-Rio Grande Valley,GWC,,6,27,0.182,,,,,2009-10,6,27,0.182,,,,,,6,27,0.182,,,,
Bob Marlin,Sam Houston,Southland,,25,8,0.758,,,Lost First Round,,1998-99,225,131,0.632,2.0,,,,,225,131,0.632,2.0,,,
Gregg Marshall,Wichita State,MVC,,25,10,0.714,,,,,2007-08,53,47,0.53,,,,,,247,130,0.655,7.0,,,
Phil Martelli,Saint Joseph's,A-10,,11,20,0.355,,,,,1995-96,289,187,0.607,5.0,2.0,,,,289,187,0.607,5.0,2.0,,
Chuck Martin,Marist,MAAC,,1,29,0.033,,,,,2008-09,11,52,0.175,,,,,,11,52,0.175,,,,
Cuonzo Martin,Missouri State,MVC,,24,12,0.667,,,,,2008-09,35,32,0.522,,,,,,35,32,0.522,,,,
Frank Martin,Kansas State,Big 12,,29,8,0.784,,7.0,Lost Regional Final,,2007-08,72,32,0.692,2.0,1.0,,,,72,32,0.692,2.0,1.0,,
Matt Matheny,Elon,Southern,,9,23,0.281,,,,,2009-10,9,23,0.281,,,,,,9,23,0.281,,,,
Thad Matta,Ohio State,Big Ten,,29,8,0.784,16.0,5.0,Lost Regional Semifinal,,2004-05,156,54,0.743,4.0,2.0,1.0,,,258,85,0.752,8.0,3.0,1.0,
Fran McCaffery,Siena,MAAC,,27,7,0.794,,,Lost First Round,,2005-06,112,51,0.687,3.0,,,,,251,177,0.586,5.0,,,
Ray McCallum,Detroit Mercy,Horizon,,20,14,0.588,,,,,2008-09,27,37,0.422,,,,,,197,186,0.514,2.0,,,
Mack McCarthy,East Carolina,CUSA,,10,21,0.323,,,,,2007-08,34,57,0.374,,,,,,343,234,0.594,5.0,1.0,,
Mike McConathy,Northwestern State,Southland,,10,19,0.345,,,,,1999-00,166,174,0.488,2.0,,,,,166,174,0.488,2.0,,,
Greg McDermott,Iowa State,Big 12,,15,17,0.469,,,,,2006-07,59,68,0.465,,,,,,149,131,0.532,3.0,,,
Ken McDonald,Western Kentucky,Sun Belt,,21,13,0.618,,,,,2008-09,46,22,0.676,1.0,,,,,46,22,0.676,1.0,,,
Kevin McKenna,Indiana State,MVC,,17,15,0.531,,,,,2007-08,43,52,0.453,,,,,,43,52,0.453,,,,
Bob McKillop,Davidson,Southern,,16,15,0.516,,,,,1989-90,383,248,0.607,5.0,1.0,,,,383,248,0.607,5.0,1.0,,
Marvin Menzies,New Mexico State,WAC,,22,12,0.647,,,Lost First Round,,2007-08,60,41,0.594,1.0,,,,,60,41,0.594,1.0,,,
Joe Mihalich,Niagara,MAAC,,18,15,0.545,,,,,1998-99,223,147,0.603,2.0,,,,,223,147,0.603,2.0,,,
Tim Miles,Colorado State,MWC,,16,16,0.5,,,,,2007-08,32,63,0.337,,,,,,68,83,0.45,,,,
Glen Miller,Pennsylvania,Ivy,,0,7,0.0,,,,,2006-07,45,52,0.464,1.0,,,,,138,151,0.478,1.0,,,
Mike Miller,Eastern Illinois,OVC,,19,12,0.613,,,,,2005-06,54,93,0.367,,,,,,141,172,0.45,1.0,,,
Sean Miller,Arizona,Pac-10,,16,15,0.516,,,,,2009-10,16,15,0.516,,,,,,136,62,0.687,4.0,2.0,,
Fang Mitchell,Coppin State,MEAC,,8,22,0.267,,,,,1986-87,379,343,0.525,4.0,,,,,379,343,0.525,4.0,,,
Jim Molinari,Western Illinois,Summit,,13,17,0.433,,,,,2008-09,22,37,0.373,,,,,,245,223,0.524,2.0,,,
Randy Monroe,Maryland-Baltimore County,AEC,,4,26,0.133,,,,,2004-05,76,108,0.413,1.0,,,,,76,108,0.413,1.0,,,
Dan Monson,Long Beach State,Big West,,17,16,0.515,,,,,2007-08,38,56,0.404,,,,,,208,179,0.537,2.0,1.0,,
Mike Montgomery,California,Pac-10,,24,11,0.686,13.0,,Lost Second Round,,2008-09,46,22,0.676,2.0,,,,,592,267,0.689,14.0,3.0,1.0,
Chris Mooney,Richmond,A-10,,26,9,0.743,,24.0,Lost First Round,,2005-06,83,79,0.512,1.0,,,,,101,91,0.526,1.0,,,
Tom Moore,Quinnipiac,NEC,,23,10,0.697,,,,,2007-08,53,41,0.564,,,,,,53,41,0.564,,,,
Stew Morrill,Utah State,WAC,,27,8,0.771,,,Lost First Round,,1998-99,294,99,0.748,7.0,,,,,512,237,0.684,8.0,,,
Benny Moss,UNC Wilmington,CAA,,7,14,0.333,,,,,2006-07,41,74,0.357,,,,,,41,74,0.357,,,,
LeVelle Moton,North Carolina Central,Ind,,7,22,0.241,,,,,2009-10,7,22,0.241,,,,,,7,22,0.241,,,,
Scott Nagy,South Dakota State,Summit,,14,16,0.467,,,,,2005-06,50,101,0.331,,,,,,50,101,0.331,,,,
Bobby Nash,Hawaii,WAC,,10,20,0.333,,,,,2007-08,34,56,0.378,,,,,,34,56,0.378,,,,
Brian Nash,St. Francis (NY),NEC,,11,18,0.379,,,,,2005-06,47,99,0.322,,,,,,47,99,0.322,,,,
George Nessman,San Jose State,WAC,,14,17,0.452,,,,,2005-06,51,103,0.331,,,,,,51,103,0.331,,,,
Jeff Neubauer,Eastern Kentucky,OVC,,20,13,0.606,,,,,2005-06,87,70,0.554,1.0,,,,,87,70,0.554,1.0,,,
Gregg Nibert,Presbyterian,Big South,,5,26,0.161,,,,,2007-08,22,68,0.244,,,,,,22,68,0.244,,,,
Dickey Nutt *,Southeast Missouri State,OVC,,7,23,0.233,,,,,2009-10,7,23,0.233,,,,,,196,210,0.483,1.0,,,
Joe O'Brien,Idaho State,Big Sky,,7,22,0.241,,,,,2006-07,45,77,0.369,,,,,,45,77,0.369,,,,
Fran O'Hanlon,Lafayette,Patriot,,19,13,0.594,,,,,1995-96,212,224,0.486,2.0,,,,,212,224,0.486,2.0,,,
Kevin O'Neill *,Southern California,Pac-10,,16,14,0.533,,,,,2009-10,16,14,0.533,,,,,,187,194,0.491,3.0,1.0,,
Tim O'Shea,Bryant,NEC,,1,29,0.033,,,,,2008-09,9,50,0.153,,,,,,129,145,0.471,1.0,,,
Louis Orr,Bowling Green State,MAC,,14,16,0.467,,,,,2007-08,46,47,0.495,,,,,,146,127,0.535,2.0,,,
Matt Painter,Purdue,Big Ten,,29,6,0.829,7.0,10.0,Lost Regional Semifinal,,2005-06,112,56,0.667,4.0,2.0,,,,137,61,0.692,5.0,2.0,,
Tom Parrotta,Canisius,MAAC,,15,17,0.469,,,,,2006-07,44,81,0.352,,,,,,44,81,0.352,,,,
Joe Pasternack,New Orleans,Sun Belt,,8,22,0.267,,,,,2007-08,38,54,0.413,,,,,,38,54,0.413,,,,
Josh Pastner,Memphis,CUSA,,24,10,0.706,,,,,2009-10,24,10,0.706,,,,,,24,10,0.706,,,,
Jimmy Patsos,Loyola (MD),MAAC,,13,17,0.433,,,,,2004-05,83,99,0.456,,,,,,83,99,0.456,,,,
Ricardo Patton,Northern Illinois,MAC,,10,20,0.333,,,,,2007-08,26,62,0.295,,,,,,210,222,0.486,2.0,,,
Dave Paulsen,Bucknell,Patriot,,14,17,0.452,,,,,2008-09,21,40,0.344,,,,,,21,40,0.344,,,,
Eddie Payne,South Carolina Upstate,A-Sun,,6,23,0.207,,,,,2007-08,22,67,0.247,,,,,,128,215,0.373,1.0,,,
Bruce Pearl,Tennessee,SEC,,28,9,0.757,10.0,15.0,Lost Regional Final,,2005-06,126,46,0.733,5.0,3.0,,,,212,84,0.716,7.0,4.0,,
Tom Pecora,Hofstra,CAA,,19,15,0.559,,,,,2001-02,155,126,0.552,,,,,,155,126,0.552,,,,
Randy Peele,Winthrop,Big South,,19,14,0.576,,,Lost Opening Round,,2007-08,52,45,0.536,2.0,,,,,98,114,0.462,3.0,,,
John Pelphrey,Arkansas,SEC,,14,18,0.438,,,,,2007-08,51,46,0.526,1.0,,,,,131,113,0.537,2.0,,,
Tommy Penders,Houston,CUSA,,19,16,0.543,,,Lost First Round,,2004-05,121,77,0.611,1.0,,,,,594,420,0.586,11.0,3.0,,
Buzz Peterson,Appalachian State,Southern,,24,13,0.649,,,,,1996-97,103,52,0.665,1.0,,,,,225,147,0.605,1.0,,,
Vann Pettaway,Alabama A&M,SWAC,,11,16,0.407,,,,,1998-99,159,181,0.468,1.0,,,,,159,181,0.468,1.0,,,
Mark Phelps,Drake,MVC,,14,19,0.424,,,,,2008-09,31,35,0.47,,,,,,31,35,0.47,,,,
Saul Phillips,North Dakota State,Summit,,11,18,0.379,,,,,2007-08,53,38,0.582,1.0,,,,,53,38,0.582,1.0,,,
Steve Pikiell,Stony Brook,AEC,,22,10,0.688,,,,,2005-06,58,91,0.389,,,,,,58,91,0.389,,,,
J.P. Piper,Nicholls State,Southland,,11,19,0.367,,,,,2004-05,64,112,0.364,,,,,,64,112,0.364,,,,
Rick Pitino,Louisville,Big East,,20,13,0.606,19.0,,Lost First Round,,2001-02,220,86,0.719,7.0,3.0,1.0,,,574,214,0.728,15.0,9.0,5.0,1.0
Oliver Purnell,Clemson,ACC,,21,11,0.656,24.0,,Lost First Round,,2003-04,138,88,0.611,3.0,,,,,394,279,0.585,6.0,,,
Barclay Radebaugh,Charleston Southern,Big South,,13,17,0.433,,,,,2005-06,53,95,0.358,,,,,,53,95,0.358,,,,
Randy Rahe,Weber State,Big Sky,,20,11,0.645,,,,,2006-07,77,47,0.621,1.0,,,,,77,47,0.621,1.0,,,
Charles Ramsey,Eastern Michigan,MAC,,17,15,0.531,,,,,2005-06,59,96,0.381,,,,,,59,96,0.381,,,,
Brett Reed,Lehigh,Patriot,,22,11,0.667,,,Lost First Round,,2007-08,51,40,0.56,1.0,,,,,51,40,0.56,1.0,,,
Clifford Reed,Bethune-Cookman,MEAC,,17,16,0.515,,,,,2001-02,104,154,0.403,,,,,,104,154,0.403,,,,
Roger Reid,Southern Utah,Summit,,7,22,0.241,,,,,2007-08,29,61,0.322,,,,,,181,138,0.567,5.0,,,
Eric Reveno,Portland,WCC,,21,11,0.656,,,,,2006-07,58,69,0.457,,,,,,58,69,0.457,,,,
Jeff Reynolds,Air Force,MWC,,10,21,0.323,,,,,2007-08,36,56,0.391,,,,,,36,56,0.391,,,,
Mike Rice Jr,Robert Morris,NEC,,23,12,0.657,,,Lost First Round,,2007-08,73,31,0.702,2.0,,,,,73,31,0.702,2.0,,,
Byron Rimm II,Prairie View,SWAC,,16,14,0.533,,,,,2006-07,49,74,0.398,,,,,,49,74,0.398,,,,
Norm Roberts,St. John's (NY),Big East,,17,16,0.515,,,,,2004-05,81,101,0.445,,,,,,81,101,0.445,,,,
Craig Robinson,Oregon State,Pac-10,,14,18,0.438,,,,,2008-09,32,36,0.471,,,,,,62,64,0.492,,,,
Steve Roccaforte,Lamar,Southland,,14,18,0.438,,,,,2006-07,63,61,0.508,,,,,,63,61,0.508,,,,
Barry Rohrssen,Manhattan,MAAC,,11,20,0.355,,,,,2006-07,52,70,0.426,,,,,,52,70,0.426,,,,
Lorenzo Romar,Washington,Pac-10,,26,10,0.722,14.0,,Lost Regional Semifinal,,2002-03,171,91,0.653,5.0,3.0,,,,264,179,0.596,6.0,3.0,,
Dave Rose,Brigham Young,MWC,,30,6,0.833,,17.0,Lost Second Round,,2005-06,127,40,0.76,4.0,,,,,127,40,0.76,4.0,,,
Monte Ross,Delaware,CAA,,7,24,0.226,,,,,2006-07,39,86,0.312,,,,,,39,86,0.312,,,,
Kerry Rupp,Louisiana Tech,WAC,,24,11,0.686,,,,,2007-08,45,53,0.459,,,,,,54,57,0.486,1.0,,,
Bo Ryan,Wisconsin,Big Ten,,24,9,0.727,,16.0,Lost Second Round,,2001-02,217,82,0.726,9.0,3.0,,,,247,109,0.694,9.0,3.0,,
Doc Sadler,Nebraska,Big 12,,15,18,0.455,,,,,2006-07,70,58,0.547,,,,,,118,76,0.608,1.0,,,
Scott Sanderson,Lipscomb,A-Sun,,17,13,0.567,,,,,2002-03,119,120,0.498,,,,,,119,120,0.498,,,,
Mark Schmidt,St. Bonaventure,A-10,,15,16,0.484,,,,,2007-08,38,53,0.418,,,,,,120,143,0.456,,,,
Heath Schroyer,Wyoming,MWC,,10,21,0.323,,,,,2007-08,41,53,0.436,,,,,,76,100,0.432,,,,
Joe Scott,Denver,Sun Belt,,19,13,0.594,,,,,2007-08,45,48,0.484,,,,,,134,156,0.462,1.0,,,
Rick Scruggs,Gardner-Webb,Big South,,8,21,0.276,,,,,2002-03,95,143,0.399,,,,,,95,143,0.399,,,,
Bill Self,Kansas,Big 12,,33,3,0.917,1.0,1.0,Lost Second Round,,2003-04,202,43,0.824,7.0,4.0,1.0,1.0,,409,148,0.734,12.0,7.0,1.0,1.0
Herb Sendek,Arizona State,Pac-10,,22,11,0.667,,,,,2006-07,76,56,0.576,1.0,,,,,330,214,0.607,7.0,1.0,,
Tony Shaver,William & Mary,CAA,,22,11,0.667,,,,,2003-04,87,124,0.412,,,,,,87,124,0.412,,,,
Steve Shields,Little Rock,Sun Belt,,8,22,0.267,,,,,2003-04,113,95,0.543,,,,,,113,95,0.543,,,,
John Shulman,Chattanooga,Southern,,15,18,0.455,,,,,2004-05,105,90,0.538,2.0,,,,,105,90,0.538,2.0,,,
Dave Simmons,McNeese State,Southland,,10,20,0.333,,,,,2006-07,49,71,0.408,,,,,,49,71,0.408,,,,
Marty Simmons,Evansville,MVC,,9,21,0.3,,,,,2007-08,35,56,0.385,,,,,,35,56,0.385,,,,
Al Skinner Jr,Boston College,ACC,,15,16,0.484,,,,,1997-98,247,165,0.6,7.0,1.0,,,,385,291,0.57,9.0,1.0,,
Jerry Slocum,Youngstown State,Horizon,,8,22,0.267,,,,,2005-06,49,100,0.329,,,,,,49,100,0.329,,,,
Shaka Smart,Virginia Commonwealth,CAA,,27,9,0.75,,,,,2009-10,27,9,0.75,,,,,,27,9,0.75,,,,
Larry Smith,Alcorn State,SWAC,,2,29,0.065,,,,,2008-09,8,54,0.129,,,,,,8,54,0.129,,,,
Tubby Smith,Minnesota,Big Ten,,21,14,0.6,25.0,,Lost First Round,,2007-08,63,39,0.618,2.0,,,,,450,184,0.71,16.0,9.0,1.0,1.0
Kirk Speraw *,Central Florida,CUSA,,15,17,0.469,,,,,1993-94,279,233,0.545,4.0,,,,,279,233,0.545,4.0,,,
Zach Spiker,Army,Patriot,,14,15,0.483,,,,,2009-10,14,15,0.483,,,,,,14,15,0.483,,,,
Rob Spivery,Southern,SWAC,,5,25,0.167,,,,,2005-06,54,101,0.348,1.0,,,,,183,237,0.436,3.0,,,
Kevin Stallings,Vanderbilt,SEC,,24,9,0.727,,21.0,Lost First Round,,1999-00,213,137,0.609,4.0,2.0,,,,336,200,0.627,6.0,2.0,,
Rick Stansbury,Mississippi State,SEC,,24,12,0.667,18.0,,,,1998-99,255,140,0.646,6.0,,,,,255,140,0.646,6.0,,,
Brad Stevens,Butler,Horizon,,33,5,0.868,11.0,11.0,Lost National Final,,2007-08,89,15,0.856,3.0,1.0,1.0,,,89,15,0.856,3.0,1.0,1.0,
Gary Stewart,UC Davis,Big West,,14,18,0.438,,,,,2004-05,60,119,0.335,,,,,,60,119,0.335,,,,
Mike Sutton,Tennessee Tech,OVC,,15,17,0.469,,,,,2002-03,129,117,0.524,,,,,,129,117,0.524,,,,
Scott Sutton,Oral Roberts,Summit,,20,13,0.606,,,,,1999-00,204,139,0.595,3.0,,,,,204,139,0.595,3.0,,,
Benjy Taylor,Chicago State,GWC,,9,23,0.281,,,,,2007-08,39,53,0.424,,,,,,39,53,0.424,,,,
Billy Taylor,Ball State,MAC,,15,15,0.5,,,,,2007-08,35,56,0.385,,,,,,116,125,0.481,1.0,,,
Blaine Taylor,Old Dominion,CAA,,27,9,0.75,,,Lost Second Round,,2001-02,188,103,0.646,3.0,,,,,329,169,0.661,5.0,,,
Isiah Thomas III,Florida International,Sun Belt,,7,25,0.219,,,,,2009-10,7,25,0.219,,,,,,7,25,0.219,,,,
Bob Thomason,Pacific,Big West,,23,12,0.657,,,,,1988-89,387,275,0.585,4.0,,,,,387,275,0.585,4.0,,,
Brooks Thompson,UTSA,Southland,,19,11,0.633,,,,,2006-07,58,63,0.479,,,,,,58,63,0.479,,,,
John Thompson III,Georgetown,Big East,,23,11,0.676,20.0,14.0,Lost First Round,,2004-05,139,62,0.692,4.0,2.0,1.0,,,207,104,0.666,6.0,2.0,1.0,
Jimmy Tillette,Samford,Southern,,11,20,0.355,,,,,1997-98,206,181,0.532,2.0,,,,,206,181,0.532,2.0,,,
Wayne Tinkle,Montana,Big Sky,,22,10,0.688,,,Lost First Round,,2006-07,70,53,0.569,1.0,,,,,70,53,0.569,1.0,,,
Mark Turgeon,Texas A&M,Big 12,,24,10,0.706,,23.0,Lost Second Round,,2007-08,73,31,0.702,3.0,,,,,226,150,0.601,4.0,1.0,,
Donnie Tyndall,Morehead State,OVC,,24,11,0.686,,,,,2006-07,71,60,0.542,1.0,,,,,71,60,0.542,1.0,,,
Don Verlin,Idaho,WAC,,15,16,0.484,,,,,2008-09,32,32,0.5,,,,,,32,32,0.5,,,,
Greg Vetrone,Fairleigh Dickinson,NEC,,11,21,0.344,,,,,2009-10,11,21,0.344,,,,,,11,21,0.344,,,,
Jerry Wainwright,DePaul,Big East,,7,8,0.467,,,,,2005-06,59,80,0.424,,,,,,244,225,0.52,3.0,,,
Rex Walters,San Francisco,WCC,,12,18,0.4,,,,,2008-09,23,37,0.383,,,,,,54,70,0.435,,,,
Cliff Warren,Jacksonville,A-Sun,,20,13,0.606,,,,,2005-06,72,80,0.474,,,,,,72,80,0.474,,,,
Robert Washington,Grambling,SWAC,,7,21,0.25,,,,,2009-10,7,21,0.25,,,,,,7,21,0.25,,,,
Gary Waters,Cleveland State,Horizon,,16,17,0.485,,,,,2006-07,73,62,0.541,1.0,,,,,244,197,0.553,3.0,,,
Derek Waugh,Stetson,A-Sun,,7,22,0.241,,,,,2000-01,117,173,0.403,,,,,,117,173,0.403,,,,
Bruce Weber,Illinois,Big Ten,,21,15,0.583,23.0,,,,2003-04,173,72,0.706,5.0,2.0,1.0,,,276,126,0.687,7.0,3.0,1.0,
Tracy Webster,DePaul,Big East,,1,15,0.062,,,,,2009-10,1,15,0.062,,,,,,1,15,0.062,,,,
Jim Whitesell,Loyola (IL),Horizon,,14,16,0.467,,,,,2004-05,93,92,0.503,,,,,,93,92,0.503,,,,
Dereck Whittenburg,Fordham,A-10,,1,4,0.2,,,,,2003-04,69,112,0.381,,,,,,136,162,0.456,1.0,,,
Kevin Willard,Iona,MAAC,,21,10,0.677,,,,,2007-08,45,49,0.479,,,,,,45,49,0.479,,,,
Bob Williams,UC Santa Barbara,Big West,,20,10,0.667,,,Lost First Round,,1998-99,199,156,0.561,2.0,,,,,199,156,0.561,2.0,,,
Buzz Williams,Marquette,Big East,,22,12,0.647,,,Lost First Round,,2008-09,47,22,0.681,2.0,,,,,61,39,0.61,2.0,,,
Gary Williams,Maryland,ACC,,24,9,0.727,,20.0,Lost Second Round,,1989-90,442,238,0.65,14.0,7.0,2.0,1.0,,649,366,0.639,17.0,9.0,2.0,1.0
Roy Williams,North Carolina,ACC,,20,17,0.541,6.0,,,,2003-04,196,54,0.784,6.0,4.0,3.0,2.0,,614,155,0.798,20.0,13.0,7.0,2.0
Reggie Witherspoon,Buffalo,MAC,,18,12,0.6,,,,,1999-00,144,183,0.44,,,,,,144,183,0.44,,,,
Doug Wojcik,Tulsa,CUSA,,23,12,0.657,,,,,2005-06,104,65,0.615,,,,,,104,65,0.615,,,,
Sean Woods,Mississippi Valley State,SWAC,,9,23,0.281,,,,,2008-09,16,48,0.25,,,,,,16,48,0.25,,,,
Ted Woodward,Maine,AEC,,19,11,0.633,,,,,2004-05,73,104,0.412,,,,,,73,104,0.412,,,,
Jim Wooldridge,UC Riverside,Big West,,12,17,0.414,,,,,2007-08,38,51,0.427,,,,,,219,240,0.477,1.0,,,
Jay Wright,Villanova,Big East,,25,8,0.758,5.0,9.0,Lost Second Round,,2001-02,203,99,0.672,6.0,4.0,1.0,,,325,184,0.639,8.0,4.0,1.0,
Jim Yarbrough,Southeastern Louisiana,Southland,,19,12,0.613,,,,,2005-06,81,68,0.544,,,,,,81,68,0.544,,,,
Charlton Young,Georgia Southern,Southern,,9,23,0.281,,,,,2009-10,9,23,0.281,,,,,,9,23,0.281,,,,
Mike Young,Wofford,Southern,,26,9,0.743,,,Lost First Round,,2002-03,116,126,0.479,1.0,,,,,116,126,0.479,1.0,,,
Ernie Zeigler,Central Michigan,MAC,,15,15,0.5,,,,,2006-07,54,69,0.439,,,,,,54,69,0.439,,,,
